name,latitude,longitude,category,description,website,source,type,address,district
Nunna wella,5.9327517,80.6131767,Beach,,,OpenStreetMap,,,
Gandara Wella,5.9367658,80.6174947,Beach,,,OpenStreetMap,,,
Weligama Beach,5.968958,80.4278713,Beach,,,OpenStreetMap,,,
Segu Issadeen Vaadi,7.2315519,81.7201313,Tourist Attraction,,,OpenStreetMap,,,
Public Beach,6.8377338,81.8380431,Beach,,,OpenStreetMap,,,
Upper Terrace,7.9570616,80.7597957,Viewpoint,,,OpenStreetMap,,,
Nilavarai (Bottomless well),9.7543374,80.0882996,Tourist Attraction,,,OpenStreetMap,,,
St. Anthony's Church,9.7698257,80.2728532,Tourist Attraction,,,OpenStreetMap,,,
kapparawella beach,5.9458462,80.6396812,Beach,,,OpenStreetMap,,,
edanda wella beach,5.9466179,80.6375024,Beach,this beach is very like a sand fan and sands are rather large not smooth becourse this beach is coral mixing.,,OpenStreetMap,,,
Arisimale Beach,8.9366737,81.007479,Beach,,,OpenStreetMap,,,
World's End Drop,6.7780685,80.7942191,Cliff,,,OpenStreetMap,,,
The Golden Temple,7.8553922,80.6519045,Tourist Attraction,,,OpenStreetMap,,,
Dambulla Cave Temple,7.8565898,80.6484169,Tourist Attraction,,,OpenStreetMap,,,
Pigeon Island Beach,8.7220841,81.2041742,Beach,,,OpenStreetMap,,,
Trincomalee Naval Headworks,8.5036219,81.0528639,Protected Area,,,OpenStreetMap,,,
Flag Rock Bastion,6.0237028,80.2175508,Viewpoint,,,OpenStreetMap,,,
Flamingos,6.8566664,79.8727396,Nature Reserve,,,OpenStreetMap,,,
Natural Forest Patch,6.8565865,79.8736677,Nature Reserve,,,OpenStreetMap,,,
Arayampathy Beach,7.6678551,81.7518367,Beach,,,OpenStreetMap,,,
Wijaya Beach,5.999905,80.2636054,Beach,,,OpenStreetMap,,,
Delawella Beach,6.0017242,80.2589612,Beach,,,OpenStreetMap,,,
Mahiyangana Raja Maha Viharaya,7.3207241,80.9908975,Tourist Attraction,,,OpenStreetMap,,,
Madiha Beach,5.935968,80.5172118,Beach,,,OpenStreetMap,,,
Pallekele Reserved Forest,7.8469714,80.4768216,Nature Reserve,,,OpenStreetMap,,,
Ranmasu Uyana,8.3379845,80.3894212,Nature Reserve,,,OpenStreetMap,,,
Attidiya Bird Sanctuary,6.8438633,79.8857452,Nature Reserve,,,OpenStreetMap,,,
Reservation,7.4960321,80.3620151,Nature Reserve,,,OpenStreetMap,,,
Reservation,7.4939356,80.366293,Nature Reserve,,,OpenStreetMap,,,
Reservation,7.4908571,80.3630446,Nature Reserve,,,OpenStreetMap,,,
Red Cross Cultural Hall,7.2921274,80.6427513,Tourist Attraction,,,OpenStreetMap,,,
Dewata beach,6.0307506,80.2390056,Beach,,,OpenStreetMap,,,
Secret Beach,5.9435475,80.450259,Beach,,,OpenStreetMap,,,
Hummana Beach Dondra,5.9218798,80.5930259,Beach,Devinuwara Lighthouse Beach (කයිස වැල්ල) located on near Dondra Head lighthouse.,,OpenStreetMap,,,
Arcade Independence Square Park,6.9028747,79.8687543,Tourist Attraction,,,OpenStreetMap,,,
Kalpitiya Fort,8.2357276,79.7663116,Tourist Attraction,,,OpenStreetMap,,,
Wawwa Beach,5.9274432,80.6016764,Beach,Wawwa Beach ( වාව්ව වැල්ල) is located on Devinuwara.This is the fishery beach.,,OpenStreetMap,,,
Nathagane Stupa,7.564469,80.2791423,Tourist Attraction,,,OpenStreetMap,,,
Balapitiya Beach,6.2873297,80.0357273,Beach,,,OpenStreetMap,,,
Ambalangoda Beach,6.2352292,80.0520407,Beach,,,OpenStreetMap,,,
Meditation Hall,8.3486001,80.3734434,Tourist Attraction,,,OpenStreetMap,,,
NewParadise Spice Garden,7.2529376,80.4371611,Tourist Attraction,,,OpenStreetMap,,,
beru beach,6.4756084,79.9813996,Beach,,,OpenStreetMap,,,
Nisala Suwa Arana,7.3987837,80.3367406,Nature Reserve,,,OpenStreetMap,,,
Narangala Mountain,7.0370116,81.008259,Cliff,,,OpenStreetMap,,,
Kokagala,7.0897962,81.1438045,Cliff,,,OpenStreetMap,,,
Club Sha Lanka,7.2398015,79.8419128,Tourist Attraction,,,OpenStreetMap,,,
Galpottha,7.0313615,80.5320852,Tourist Attraction,,,OpenStreetMap,,,
Coco Bay,6.0275277,80.2422902,Beach,,,OpenStreetMap,,,
Kattankudy Beach,7.6910209,81.737652,Beach,,,OpenStreetMap,,,
Thumpalai East Beach,9.8183018,80.2551739,Beach,,,OpenStreetMap,,,
Kadakan Kal,7.7247596,81.5849193,Tourist Attraction,,,OpenStreetMap,,,
Ridiyagama Safari Park,6.2414807,80.9763608,Tourist Attraction,,,OpenStreetMap,,,
Kabaragala Mountain,7.0717745,80.5093105,Cliff,,,OpenStreetMap,,,
Herbal Garden,7.85243,80.6527802,Tourist Attraction,,,OpenStreetMap,,,
Karumalaiyoothu Beach,8.5263901,81.2058749,Beach,,,OpenStreetMap,,,
Thousand Buddha Hall,6.9457661,79.9512825,Tourist Attraction,golden Buddha statue,,OpenStreetMap,,,
Dodanduwa Beach III,6.092648,80.1361225,Beach,,,OpenStreetMap,,,
Abandoned LTTE Submarine Yard,9.3308541,80.7596089,Tourist Attraction,,,OpenStreetMap,,,
LTTE Training Pool,9.3605264,80.6880583,Tourist Attraction,,,OpenStreetMap,,,
Katusu Konda Cliff,7.2267082,80.6395763,Cliff,,,OpenStreetMap,,,
Katusu Konda Cliff,7.2266481,80.6394531,Cliff,,,OpenStreetMap,,,
Preethipura Beach,6.998947,79.8673597,Beach,,,OpenStreetMap,,,
Calido beach Kalutara,6.5895758,79.9545135,Beach,,,OpenStreetMap,,,
G L P Bird Park,6.9178184,79.9099338,Tourist Attraction,,,OpenStreetMap,,,
Polonnaruwa Quadrangle,7.9474764,81.0013974,Tourist Attraction,,,OpenStreetMap,,,
Moorkkam beach,9.8227294,80.2537136,Beach,,,OpenStreetMap,,,
Pottuvil Point Beach,6.8916561,81.8449838,Beach,,,OpenStreetMap,,,
Wellawatte Beach,6.8739306,79.8571224,Beach,,,OpenStreetMap,,,
Kumarakanda Beach,6.1094596,80.1241257,Beach,,,OpenStreetMap,,,
Dodanduwa Beach I,6.1058455,80.1247451,Beach,,,OpenStreetMap,,,
Dodanduwa Beach II,6.1023117,80.1251041,Beach,,,OpenStreetMap,,,
Ettambura Rock,7.8196974,80.3129604,Cliff,,,OpenStreetMap,,,
Madiha Surf Beach,5.9369443,80.5104288,Beach,,,OpenStreetMap,,,
Mihiripena beach,5.9985666,80.2697247,Beach,,,OpenStreetMap,,,
The Kandy Clock Tower,7.2931472,80.6348051,Tourist Attraction,,,OpenStreetMap,,,
Pottuvil Fishing Point,6.8539679,81.8327499,Beach,,,OpenStreetMap,,,
Matale Aluvihara Raja Maha Viharaya,7.4976711,80.6218543,Tourist Attraction,,,OpenStreetMap,,,
coconut,6.3794712,80.0112462,Nature Reserve,,,OpenStreetMap,,,
Danger Road,7.4728334,80.635327,Cliff,,,OpenStreetMap,,,
costal area,7.3011876,81.8642353,Beach,,,OpenStreetMap,,,
coastal area,7.3805563,81.8487858,Beach,,,OpenStreetMap,,,
Natural Water Reserve 111,6.7649491,80.8780002,Nature Reserve,,,OpenStreetMap,,,
Kaluwankerny Beach,7.828795,81.5969969,Beach,,,OpenStreetMap,,,
Pottuvil Sand Hill Beach,6.8688859,81.8423179,Beach,,,OpenStreetMap,,,
Golden Beach,6.9291749,79.829256,Beach,,,OpenStreetMap,,,
Hithaya Puram Beach,6.8751791,81.8454091,Beach,,,OpenStreetMap,,,
Hithaya Puram Childern Park Beach,6.8803935,81.8451651,Beach,,,OpenStreetMap,,,
Nyanawella beach,5.9455362,80.4474675,Beach,,,OpenStreetMap,,,
Old Colombo Lighthouse;Chatham Street Clock Tower,6.9347262,79.8428247,Tourist Attraction,,,OpenStreetMap,,,
Old Hawker 748,5.9917485,80.315894,Tourist Attraction,,,OpenStreetMap,,,
Nature Pool,6.2590059,80.1977338,Tourist Attraction,,,OpenStreetMap,,,
Saman Gems & Moonstone Mine,6.196523,80.0965757,Tourist Attraction,,www.samangems.com,OpenStreetMap,,,
Old Dutch Hospital,6.9334999,79.8435368,Tourist Attraction,,,OpenStreetMap,,,
Star Fort Matara,5.9482947,80.5484603,Tourist Attraction,,,OpenStreetMap,,,
Minneriya National Park,8.0162361,80.8422896,Nature Reserve,,,OpenStreetMap,,,
Silent Beach,6.0057327,80.7749058,Beach,,,OpenStreetMap,,,
Goyambokka,6.009187,80.7807872,Beach,,,OpenStreetMap,,,
Paravi Wella Beach,6.0226279,80.8008776,Beach,,,OpenStreetMap,,,
Rekawa Beach,6.0354425,80.82929,Beach,,,OpenStreetMap,,,
Kudawella Beach,5.9782036,80.7269062,Beach,,,OpenStreetMap,,,
Ussangoda National Park,6.0971783,80.9812523,Nature Reserve,,,OpenStreetMap,,,
Wasgamuwa National Park,7.7436137,80.9531838,Nature Reserve,,,OpenStreetMap,,,
Royal Botanical Gardens,7.2707447,80.5957705,Protected Area,,http://www.botanicgardens.gov.lk/?page_id=4359,OpenStreetMap,,,
Buddhangala Sanctuary,7.3405091,81.6856453,Protected Area,,,OpenStreetMap,,,
White Jungle beach,6.0187191,80.2388799,Beach,,,OpenStreetMap,,,
Victoria Randenigala Rantembe Sanctuary,7.238015,80.8746555,Nature Reserve,,,OpenStreetMap,,,
MAHILOOR,7.4887441,81.7933553,Protected Area,,,OpenStreetMap,,,
Angamedilla National Park,7.9191867,80.9331004,Nature Reserve,,,OpenStreetMap,,,
Narigama Beach,6.1195703,80.1135661,Beach,,,OpenStreetMap,,,
